Alimento,Cantidad_sugerida,Unidad,Peso_bruto,Peso_neto,Energia,Proteina,Lipidos,Carbohidratos,Fibra,Vitamina_A,Acido_Ascorbico,Acido_Folico,Hierro,Potasio,Calcio,Selenio,Fosforo,Sodio,Colesterol,AG_saturados,AG_monoinsaturados,AG_poliinsaturados,Azucar,IG,CG,Grupo
Corazón de puerco cocido,25,g,25,25,37,5.9,1.3,0.1,0,1.7,0,0,1.5,0,1.7,4.6,0,8.7,55.2,0,0,0,0,0,0,AOAMBG
Corazón de puerco crudo,35,g,35,35,41,6,1.5,0.5,0,2.8,0,0,1.6,0,1.8,3.6,0,19.6,45.9,0,0,0,0,0,0,AOAMBG
Corazón de res cocido,25,g,25,25,41,7.1,1.2,0,0,0,0,0,1.6,0,1.3,9.7,0,14.8,53,0,0,0,0,0,0,AOAMBG
Corazón de res crudo,38,g,38,38,43,6.7,1.5,0.1,0,0,0,0,1.6,0,2.7,8.3,0,37.2,47.1,0,0,0,0,0,0,AOAMBG
Corazón de ternera cocido,20,g,20,20,37,5.8,1.4,0,0,0,0,0,0.9,0,1.6,10.5,0,11.6,35.2,0,0,0,0,0,0,AOAMBG
Corazón de ternera crudo,40,g,40,40,44,6.9,1.6,0,0,0,0,0,1.7,0,2,13.3,0,30.8,41.6,0,0,0,0,0,0,AOAMBG
Cuete,45,g,45,43,41,7.3,1.3,1.3,0,55.6,0,0,0.8,0,3.8,12.2,0,25.7,20.1,0,0,0,0,0,0,AOAMBG
Cuete de res,45,g,45,43,41,7.3,1.3,1.3,0,55.6,0,0,0.8,0,3.8,12.2,0,25.7,20.1,0,0,0,0,0,0,AOAMBG
Empuje,33,g,33,33,37,7.4,0.6,0,0,45.9,0,0,0.6,0,3,6.2,0,19.8,15.5,0,0,0,0,0,0,AOAMBG
Empuje de res,33,g,33,33,37,7.4,0.6,0,0,45.9,0,0,0.6,0,3,6.2,0,19.8,15.5,0,0,0,0,0,0,AOAMBG
Escalopa de res,30,g,30,30,34,7.2,0.3,0,0,83.4,0,0,0.5,0,2.7,5.7,0,18,14.1,0,0,0,0,0,0,AOAMBG
Falda,35,g,35,33,35,7.4,0.6,0,0,46.2,0,0,0.6,0,3,6,0,20,15.6,0,0,0,0,0,0,AOAMBG
Falda abierta,35,g,35,33,35,7.4,0.6,0,0,46.2,0,0,0.6,0,3,6,0,20,15.6,0,0,0,0,0,0,AOAMBG
Falda de res,35,g,35,33,35,7.4,0.6,0,0,46.2,0,0,0.6,0,3,6,0,20,15.6,0,0,0,0,0,0,AOAMBG
Filete de bandera crudo,40,g,40,40,36,7.5,0.5,0,0,4,0,0,0.1,0,7.1,13.1,0,32.4,19.2,0,0,0,0,0,0,AOAMBG
Filete de calamar crudo,45,g,45,45,41,7,0.6,1.4,0,4.5,0,0,0.3,0,14.3,20.2,0,19.6,104.8,0,0,0,0,0,0,AOAMBG
Filete de cazón crudo,30,g,30,30,39,6.3,1.3,0,0,21.2,0,0,0.3,0,10.2,4.2,0,23.6,15.2,0,0,0,0,0,0,AOAMBG
"Filete de guachinango, pargo",35,g,35,35,35,7.2,0.5,0,0,10.5,0,0,0.1,0,11.1,13.4,0,22.2,13,0,0,0,0,0,0,AOAMBG
Filete de lenguado,45,g,45,45,34,7.5,0.5,0,0,4.5,0,0,0.4,0,5.4,6.3,0,35.1,20.7,0,0,0,0,0,0,AOAMBG
Filete de merluza,45,g,45,45,34,7.5,0.5,0,0,4.5,0,0,0.4,0,5.4,6.3,0,35.1,20.7,0,0,0,0,0,0,AOAMBG
Filete de pescado,40,g,40,40,36,7.5,0.5,0,0,4,0,0,0.1,0,7.1,13.1,0,32.4,19.2,0,0,0,0,0,0,AOAMBG
Filete de pescado blanco del nilo,40,g,40,40,36,7.2,0.6,0.4,0,20,0,0,0.1,0,4.8,5.6,0,10,6,0,0,0,0,0,0,AOAMBG
Filete de res,30,g,30,30,36,7.2,0.8,0,0,41.7,0,0,0.5,0,2.7,5.7,0,18,14.1,0,0,0,0,0,0,AOAMBG
Filete de robalo,40,g,40,40,35,7.6,0.3,0,0,6.6,0,0,0.4,0,13.2,5.6,0,27.3,22.6,0,0,0,0,0,0,AOAMBG
Filete de venado,40,g,40,36,45,7.6,1.4,0,0,0,0,0,1.6,0,3.6,3.2,0,32.4,40.3,0,0,0,0,0,0,AOAMBG
Filete mignón, 1/4,pieza,30,30,36,7.2,0.8,0,0,41.7,0,0,0.5,0,2.7,5.7,0,18,14.1,0,0,0,0,0,0,AOAMBG
Filete tampiqueña, 1/4,pieza,30,30,36,7.2,0.8,0,0,41.7,0,0,0.5,0,2.7,5.7,0,18,14.1,0,0,0,0,0,0,AOAMBG
Gallinita de Guinea con piel,30,g,30,25,39,5.8,1.6,0,0,7,0,0,0.2,0,2.7,4.1,0,16.7,18.4,0,0,0,0,0,0,AOAMBG
Gallinita de Guinea sin piel,55,g,55,35,38,7.2,0.9,0,0,4.2,0,0,0.3,0,3.8,6.1,0,23.9,21.8,0,0,0,0,0,0,AOAMBG
Guachinango,70,g,70,36,36,7.3,0.5,0,0,10.7,0,0,0.1,0,11.3,13.6,0,22.7,13.2,0,0,0,0,0,0,AOAMBG
Guachinango cocido,28,g,28,28,36,7.4,0.5,0,0,9.9,0,0,0.1,0,11.2,13.7,0,16,13.2,0,0,0,0,0,0,AOAMBG
Guachinango crudo fileteado,35,g,35,35,35,7.2,0.5,0,0,10.5,0,0,0.1,0,11.1,13.4,0,22.2,13,0,0,0,0,0,0,AOAMBG
Halibut cocido,27,g,27,27,38,7.2,0.8,0,0,14.6,0,0,0.3,0,16.2,12.6,0,18.7,11.1,0,0,0,0,0,0,AOAMBG
Jaiba cocida desmenuzada, 1/3,taza,47,47,39,8.1,0.6,0,0,303.8,0,0,0.4,0,20.1,6.5,0,19.1,36.4,0,0,0,0,0,0,AOAMBG
Jaiba cocida entera,75,g,75,40,34,7,0.5,0,0,263.3,0,0,0.3,0,17.4,5.7,0,16.6,31.5,0,0,0,0,0,0,AOAMBG
Langosta,100,g,100,40,36,7.5,0.4,0.2,0,8.5,0,0,0.1,0,19.3,16.6,0,118.6,38,0,0,0,0,0,0,AOAMBG
Langosta cocida,35,g,35,35,34,7.2,0.2,0.5,0,9.1,0,0,0.1,0,21.4,14.9,0,133,25.1,0,0,0,0,0,0,AOAMBG
Lenguado,90,g,90,45,34,7.5,0.5,0,0,4.5,0,0,0.4,0,5.4,6.3,0,35.1,20.7,0,0,0,0,0,0,AOAMBG
Lenguado fileteado,45,g,45,45,34,7.5,0.5,0,0,4.5,0,0,0.4,0,5.4,6.3,0,35.1,20.7,0,0,0,0,0,0,AOAMBG
Lomo canadiense,3,rebanada,45,45,45,8,1.4,0.1,0,0,0,0,0.5,0,3.9,12.8,0,604.6,23.5,0,0,0,0,0,0,AOAMBG
Lomo de venado,40,g,40,36,42,7.3,1.2,0,0,0,0,0,0.3,0,6.1,3.2,0,32.8,28.8,0,0,0,0,0,0,AOAMBG
Maciza de res,25,g,25,25,35,5.2,1.6,0,0,1.5,0,0,0.6,0,1.5,4.7,0,15.8,15.5,0,0,0,0,0,0,AOAMBG
Maciza de res en trozo,25,g,25,25,35,5.2,1.6,0,0,1.5,0,0,0.6,0,1.5,4.7,0,15.8,15.5,0,0,0,0,0,0,AOAMBG
Medallón de filete, 1/4,pieza,30,30,36,7.2,0.8,0,0,41.7,0,0,0.5,0,2.7,5.7,0,18,14.1,0,0,0,0,0,0,AOAMBG
Medallón de filete de res,30,g,30,30,36,7.2,0.8,0,0,41.7,0,0,0.5,0,2.7,5.7,0,18,14.1,0,0,0,0,0,0,AOAMBG
 Mejillones sin concha cocidos ,25,g,25,25,43,5.9,1.1,1.9,0,22.6,0,0,1.7,0,8.2,22.4,0,92.4,14.1,0,0,0,0,0,0,AOAMBG
Mejillones sin concha crudos, 1/3,taza,50,50,43,5.9,1.1,1.8,0,23.8,0,0,2,0,12.9,22.2,0,141.6,13.9,0,0,0,0,0,0,AOAMBG
Menudencias de pavo,25,g,25,25,42,6.7,1.3,0.5,0,448.8,0,0,1.7,0,3.3,23.4,0,14.8,104.5,0,0,0,0,0,0,AOAMBG
Menudencias de pollo cocidas,25,g,25,25,40,6.8,1.1,0.1,0,438.3,0,0,1.8,0,3.5,14.9,0,16.8,110.5,0,0,0,0,0,0,AOAMBG
Merluza,85,g,85,43,33,7.2,0.4,0,0,4.3,0,0,0.3,0,5.2,6.1,0,33.8,19.9,0,0,0,0,0,0,AOAMBG
Merluza fileteada,45,g,45,45,34,7.5,0.5,0,0,4.5,0,0,0.4,0,5.4,6.3,0,35.1,20.7,0,0,0,0,0,0,AOAMBG
Mero cocido,30,g,30,30,35,7.5,0.4,0,0,15,0,0,0.3,0,6.3,14,0,15.9,14.1,0,0,0,0,0,0,AOAMBG
Milanesa de pollo,30,g,30,30,34,7,0.5,0,0,2.4,0,0,0.2,0,3.6,5.3,0,20.4,17.4,0,0,0,0,0,0,AOAMBG
Milanesa de res,30,g,30,30,36,7.2,0.8,0,0,41.7,0,0,0.5,0,2.7,5.7,0,18,14.1,0,0,0,0,0,0,AOAMBG
Molida de pollo,30,g,30,30,34,7,0.5,0,0,2.4,0,0,0.2,0,3.6,3.6,0,20.4,17.4,0,0,0,0,0,0,AOAMBG
Molleja de pollo cocida,25,g,25,25,37,7.6,0.7,0,0,0,0,0,0.8,0,4.3,10.3,0,14,92.5,0,0,0,0,0,0,AOAMBG
Pancita de res,45,g,45,43,40,6.2,1.7,0,0,9,0,0,0.9,0,25.7,5.3,0,19.7,40.6,0,0,0,0,0,0,AOAMBG
Pechuga de pavo,1 1/2,rebanada,32,32,35,7.1,0.5,0,0,0,0,0,0.1,0,1.5,9.7,0,451.5,13.5,0,0,0,0,0,0,AOAMBG
Pechuga de pavo ahumada,1 1/2,rebanada,34,34,32,6.7,0.3,0.5,0,0,0,0,0.5,0,5.3,9.8,0,402.8,15,0,0,0,0,0,0,AOAMBG
Pechuga de pavo ahumada baja en grasa,2,rebanada,42,42,33,6.3,0.2,1.5,0,0,0,0,0.3,0,4,12.2,0,459.6,12.9,0,0,0,0,0,0,AOAMBG
Pechuga de pollo sin piel aplanada,30,g,30,30,48,8.7,1.2,0,0,2.4,0,0,0.3,0,3.9,6.7,0,19.5,23.1,0,0,0,0,0,0,AOAMBG
Pechuga de pollo ahumada,2,rebanada,42,42,33,6.9,0.1,1.1,0,0,0,0,0.1,0,1,10.9,0,452,15,0,0,0,0,0,0,AOAMBG
Pechuga de pollo sin piel,30,g,30,27,31,6.3,0.4,0,0,2.2,0,0,0.2,0,3.2,4.8,0,18.4,15.7,0,0,0,0,0,0,AOAMBG
Pechuga de pollo sin piel a la plancha,30,g,30,30,48,8.7,1.2,0,0,2.4,0,0,0.3,0,3.9,6.7,0,19.5,23.1,0,0,0,0,0,0,AOAMBG
Pechuga de pollo sin piel asada,30,g,30,30,48,8.7,1.2,0,0,2.4,0,0,0.3,0,3.9,6.7,0,19.5,23.1,0,0,0,0,0,0,AOAMBG
Pechuga de pollo sin piel cocida,30,g,30,30,48,8.7,1.2,0,0,2.4,0,0,0.3,0,3.9,6.7,0,19.5,23.1,0,0,0,0,0,0,AOAMBG
Pechuga de pollo sin piel horneada rebanada,2,rebanada,42,42,41,8.2,0.3,1.6,0,0,0,0,0.5,0,3.7,11,0,479.7,21.5,0,0,0,0,0,0,AOAMBG
Pechuga sin piel deshebrada,30,g,30,30,34,7,0.5,0,0,2.4,0,0,0.2,0,3.6,5.3,0,20.4,17.4,0,0,0,0,0,0,AOAMBG
Pechuga sin piel desmenuzada,30,g,30,30,34,7,0.5,0,0,2.4,0,0,0.2,0,3.6,5.3,0,20.4,17.4,0,0,0,0,0,0,AOAMBG
Pechuga sin piel molida,30,g,30,30,34,7,0.5,0,0,2.4,0,0,0.2,0,3.6,5.3,0,20.4,17.4,0,0,0,0,0,0,AOAMBG
Perca cocida,30,g,30,30,35,7.4,0.4,0,0,3,0,0,0.3,0,30.7,4.8,0,23.6,34.6,0,0,0,0,0,0,AOAMBG
Perca fileteada,38,g,38,38,34,7.4,0.4,0,0,3.6,0,0,0.3,0,30.4,4.8,0,23.7,34.2,0,0,0,0,0,0,AOAMBG
Pescado blanco ahumado,32,g,32,32,35,7.5,0.3,0,0,18.2,0,0,0.2,0,5.6,4.3,0,326.1,10.5,0,0,0,0,0,0,AOAMBG
Pescado en trozo,75,g,75,39,35,7.3,0.5,0,0,3.9,0,0,0.1,0,6.9,12.8,0,31.6,18.7,0,0,0,0,0,0,AOAMBG
Pescado entero,75,g,75,39,35,7.3,0.5,0,0,3.9,0,0,0.1,0,6.9,12.8,0,31.6,18.7,0,0,0,0,0,0,AOAMBG
Pescado fileteado,40,g,40,40,36,7.5,0.5,0,0,4,0,0,0.1,0,7.1,13.1,0,32.4,19.2,0,0,0,0,0,0,AOAMBG
Pescado rebanado,75,g,75,39,35,7.3,0.5,0,0,3.9,0,0,0.1,0,6.9,12.8,0,31.6,18.7,0,0,0,0,0,0,AOAMBG
Pescado seco tipo bacalao,13,g,13,12,34,7.4,0.3,0,0,5,0,0,0.3,0,18.7,17.3,0,822.2,17.8,0,0,0,0,0,0,AOAMBG
Pez espada cocido,28,g,28,28,43,7.1,1.4,0,0,11.5,0,0,0.3,0,1.6,17.3,0,32.3,14,0,0,0,0,0,0,AOAMBG
Pes espada crudo,55,g,55,36,43,7.1,1.4,0,0,13,0,0,0.3,0,1.3,17.2,0,32.2,13.9,0,0,0,0,0,0,AOAMBG
Pez espada crudo fileteado,38,g,38,36,44,7.1,1.4,0,0,13.2,0,0,0.3,0,1.3,17.4,0,32.5,14,0,0,0,0,0,0,AOAMBG
Pez espada crudo rebanado,55,g,55,36,43,7.1,1.4,0,0,13,0,0,0.3,0,1.3,17.2,0,32.2,13.9,0,0,0,0,0,0,AOAMBG
Pollo crudo sin piel,40,g,40,26,48,4.6,3.1,0,0,10.5,0,0,0.2,0,2.8,6,0,17.9,21.2,0,0,0,0,0,0,AOAMBG
Pollo crudo sin piel en piezas,40,g,40,26,49,4.7,3.2,0,0,9.4,0,0,0.3,0,2.6,6.1,0,20.5,21.6,0,0,0,0,0,0,AOAMBG
Pollo deshebrado, 1/4,taza,38,38,43,8.7,0.6,0,0,3,0,0,0.3,0,4.5,2.1,0,25.5,21.8,0,0,0,0,0,0,AOAMBG
Pollo sin piel cocido,30,g,30,30,48,8.7,1.2,0,0,2.4,0,0,0.3,0,3.9,6.7,0,19.5,23.1,0,0,0,0,0,0,AOAMBG
Pulmón de cerdo,55,g,55,48,41,6.7,1.3,0,0,0,0,0,9,0,3.3,8.5,0,73.2,153.1,0,0,0,0,0,0,AOAMBG
Pulpa de jaiba, 1/3,taza,46,46,38,8,0.6,0,0,300.8,0,0,0.4,0,19.9,6.5,0,18.9,36,0,0,0,0,0,0,AOAMBG
Pulpo cocido,25,g,25,25,41,7.5,0.5,1.1,0,22.5,0,0,2.4,0,26.5,22.4,0,115,24.1,0,0,0,0,0,0,AOAMBG
Pulpo crudo,45,g,45,45,37,6.7,0.5,1,0,20.1,0,0,2.4,0,23.8,20.2,0,103.5,21.7,0,0,0,0,0,0,AOAMBG
Puntas de filete,30,g,30,30,36,7.2,0.8,0,0,41.7,0,0,0.5,0,2.7,5.7,0,18,14.1,0,0,0,0,0,0,AOAMBG
Puntas de res,30,g,30,30,36,7.2,0.8,0,0,41.7,0,0,0.5,0,2.7,5.7,0,18,14.1,0,0,0,0,0,0,AOAMBG
Queso cottage,3,cucharada,48,48,43,6.6,0.9,1.7,0,10.1,0,0,0.1,0,32.9,4.9,0,195,4,0,0,0,0,0,0,AOAMBG
Queso cottage 1% grasa, 1/4,taza,57,57,41,7,0.6,1.5,0,6.3,0,0,0.1,0,34.5,5.1,0,229.5,2.5,0,0,0,0,0,0,AOAMBG
Queso cottage 2% grasa,3,cucharada,48,48,43,6.6,0.9,1.7,0,10.1,0,0,0.1,0,32.9,4.9,0,195,4,0,0,0,0,0,0,AOAMBG
Queso cottage bajo en grasa, 1/4,taza,57,57,41,7,0.6,1.5,0,6.3,0,0,0.1,0,34.5,5.1,0,229.5,2.5,0,0,0,0,0,0,AOAMBG
Queso Mozzarella cero grasa,1,rebanada,28,28,39,8.9,0,1,0,36,0,0,0.1,0,26.9,0,0,208,5,0,0,0,0,0,0,AOAMBG
Queso suizo muy bajo en grasa,1,rebanada,28,28,50,8,1.4,1,0,11,0,0,0.1,0,26.9,0,0,73,10,0,0,0,0,0,0,AOAMBG
Retazo de pescado crudo,350,g,350,35,35,7.2,0.5,0,0,10.7,0,0,0.1,0,11.1,4.9,0,22.2,12.8,0,0,0,0,0,0,AOAMBG
Riñones de cerdo cocidos,28,g,28,28,42,7.1,1.3,0,0,21.8,0,0,1.5,0,3.6,87.2,0,22.4,134.4,0,0,0,0,0,0,AOAMBG
Riñones de res cocidos,25,g,25,25,40,6.8,1.2,0,0,0,0,0,1.5,0,4.8,42,0,23.5,179,0,0,0,0,0,0,AOAMBG
Riñones de ternera cocidos,25,g,25,25,41,6.6,1.4,0,0,50.3,0,0,0.8,0,7.3,25,0,27.5,197.8,0,0,0,0,0,0,AOAMBG
Roast beef,2 1/2,rebanada,33,33,36,6.6,0.9,0.5,0,0,0,0,0.6,0,1.9,6.4,0,328.8,15.6,0,0,0,0,0,0,AOAMBG
Robalo cocido,30,g,30,30,34,7.3,0.3,0,0,5.6,0,0,0.4,0,12.7,12.2,0,26.1,22.2,0,0,0,0,0,0,AOAMBG
Robalo crudo,75,g,75,38,33,7.2,0.3,0,0,6.5,0,0,0.4,0,12.6,11.6,0,26.1,21.8,0,0,0,0,0,0,AOAMBG
Robalo fileteado,40,g,40,40,35,7.6,0.3,0,0,6.8,0,0,0.4,0,13.2,12.1,0,27.3,22.8,0,0,0,0,0,0,AOAMBG
Salmón ahumado,35,g,35,35,41,6.4,1.5,0,0,9.1,0,0,0.3,0,3.7,11.3,0,274.4,8.1,0,0,0,0,0,0,AOAMBG
Surimi, 2/3,barra,40,40,39,6,0.4,2.7,0,7.9,0,0,0.1,0,3.7,11.1,0,56.6,11.9,0,0,0,0,0,0,AOAMBG
Surimi imitación camarón,40,g,40,40,40,4.9,0.6,3.7,0,8,0,0,0.2,0,7.5,9.2,0,282,14.6,0,0,0,0,0,0,AOAMBG
Tampiqueña, 1/4,pieza,30,30,36,7.2,0.8,0,0,41.7,0,0,0.5,0,2.7,5.7,0,18,14.1,0,0,0,0,0,0,AOAMBG
Tampiqueña de filete, 1/4,pieza,30,30,36,7.2,0.8,0,0,41.7,0,0,0.5,0,2.7,5.7,0,18,14.1,0,0,0,0,0,0,AOAMBG
Trucha fresca,35,g,35,35,42,7.2,1.2,0,0,6.6,0,0,0.2,0,23.5,4.4,0,10.7,20.6,0,0,0,0,0,0,AOAMBG
Venado cocido (carne magra),25,g,25,23,42,6,1.8,0,0,0,0,0,0.8,0,3.2,2.3,0,17.6,22.1,0,0,0,0,0,0,AOAMBG
Venado crudo (carne magra),30,g,30,27,42,5.9,1.9,0,0,0,0,0,0.8,0,3,2.7,0,20.3,21.6,0,0,0,0,0,0,AOAMBG
Agujas de res,35,g,35,33,51,6.8,2.6,0,0,77.5,0,0,0.6,0,3,6.6,0,20.9,20.6,0,0,0,0,0,0,AOABG
Anchoa con aceite,6,pieza,24,24,50,7,2.3,0,0,2.9,0,0,1.1,0,55.7,16.3,0,880.3,20.4,0,0,0,0,0,0,AOABG
Arenque cocido,25,g,25,25,51,5.8,2.9,0,0,9,0,0,0.4,0,18.5,11.7,0,28.8,19.3,0,0,0,0,0,0,AOABG
Arenque fresco crudo,35,g,35,35,55,6.3,3.2,0,0,9.8,0,0,0.4,0,20,12.8,0,31.5,21,0,0,0,0,0,0,AOABG
Arrachera de res cocida,30,g,30,30,56,8.4,2.2,0,0,0,0,0,0.5,0,5.4,9.6,0,17.1,14.7,0,0,0,0,0,0,AOABG
Atún blanco en aceite,30,g,30,30,56,8,2.4,0,0,1.2,0,0,0.1,0,0.8,18,0,91.2,7,0,0,0,0,0,0,AOABG
Atún en aceite drenado, 1/3,lata,33,33,66,9.7,2.7,0,0,7.7,0,0,0.5,0,4.3,25.3,0,118,10.3,0,0,0,0,0,0,AOABG
Barbacoa,50,g,50,40,54,7.6,2.4,0,0,0,0,0,0.9,0,2.8,15.2,0,30,26,0,0,0,0,0,0,AOABG
Barbacoa con hueso,65,g,65,38,51,7.2,2.3,0,0,0,0,0,0.8,0,2.6,14.3,0,28.3,24.5,0,0,0,0,0,0,AOABG
Bistec de ternera,35,g,35,35,55,6.9,2.8,0,0,0,0,0,1.1,0,3.9,5.5,0,31.5,31.5,0,0,0,0,0,0,AOABG
Bonito,60,g,60,31,51,7.3,2.2,0,0,0,0,0,0.2,0,8,4.3,0,12.2,0,0,0,0,0,0,0,AOABG
Bonito en aceite,25,g,25,25,55,7.3,2.9,0,0,0,0,0,0.3,0,7.2,4,0,0,11.7,0,0,0,0,0,0,AOABG
Bonito fileteado,30,g,30,30,50,7.2,2.2,0,0,0,0,0,0.2,0,7.8,4.2,0,12,0,0,0,0,0,0,0,AOABG
Cabeza de cerdo cocida,495,g,495,50,55,7,2.8,0,0,0,0,0,1,0,8.4,18.8,0,37.1,32.2,0,0,0,0,0,0,AOABG
Cabeza de cerdo,495,g,495,50,55,7,2.8,0,0,0,0,0,1,0,8.4,14.1,0,37.1,32.2,0,0,0,0,0,0,AOABG
Calamar frito,35,g,35,35,61,6.3,2.6,2.7,0,3.7,0,0,0.4,0,13.6,15.7,0,107.1,91,0,0,0,0,0,0,AOABG
Carne de cerdo,40,g,40,40,56,7.9,2.5,0,0,0.4,0,0,0.5,0,2.4,13.2,0,32.8,26,0,0,0,0,0,0,AOABG
Carne de cerdo molida,40,g,40,40,56,7.9,2.5,0,0,0.4,0,0,0.5,0,2.4,11.4,0,32.8,26,0,0,0,0,0,0,AOABG
Carnde de ganzo de crianza,40,g,40,32,52,7.4,2.3,0,0,3.9,0,0,0.8,0,4.2,5.4,0,28.2,27.2,0,0,0,0,0,0,AOABG
Carne de pato de crianza,60,g,60,39,51,7.1,2.3,0,0,9.4,0,0,0.9,0,4.3,5.4,0,28.9,30,0,0,0,0,0,0,AOABG
Carne de res,30,g,30,30,54,6.2,3,0,0,1.8,0,0,0.9,0,3.6,5.9,0,19.5,19.5,0,0,0,0,0,0,AOABG
Carne de ternera,35,g,35,35,55,6.9,2.8,0,0,0,0,0,1.1,0,3.9,5.5,0,31.5,31.5,0,0,0,0,0,0,AOABG
Carne molida de cerdo,40,g,40,40,56,7.9,2.5,0,0,0.4,0,0,0.5,0,2.4,9.8,0,32.8,26,0,0,0,0,0,0,AOABG
Carne promedio,30,g,30,29,51,5.9,2.9,0,0,1.7,0,0,0.9,0,3.4,5.7,0,18.5,18.5,0,0,0,0,0,0,AOABG
Carnero,50,g,50,40,54,7.6,2.4,0,0,0,0,0,0.9,0,2.8,15.2,0,30,26,0,0,0,0,0,0,AOABG
Carnero con hueso,65,g,65,38,51,7.2,2.3,0,0,0,0,0,0.8,0,2.6,14.3,0,28.3,24.5,0,0,0,0,0,0,AOABG
Carpa,75,g,75,41,51,7.2,2.3,0,0,3.8,0,0,0.5,0,16.7,5.7,0,20,26.7,0,0,0,0,0,0,AOABG
Carpa cocida,30,g,30,30,49,6.8,2.2,0,0,2.8,0,0,0.5,0,15.5,5.4,0,19.1,25.1,0,0,0,0,0,0,AOABG
Carpa horneada,30,g,30,30,49,6.8,2.2,0,0,2.8,0,0,0.5,0,15.5,5.4,0,19.1,25.1,0,0,0,0,0,0,AOABG
Chuleta de cerdo, 1/2,pieza,45,38,54,7.6,2.4,0,0,0.4,0,0,0.5,0,2.3,12.2,0,31.4,24.9,0,0,0,0,0,0,AOABG
Conejo,40,g,40,32,51,6.5,2.6,0,0,0,0,0,0.8,0,5.8,7.6,0,13.8,20.8,0,0,0,0,0,0,AOABG
Conejo de crianza,40,g,40,32,51,6.5,2.6,0,0,0,0,0,0.8,0,5.8,7.6,0,13.8,20.8,0,0,0,0,0,0,AOABG
Corazón de borrego,45,g,45,45,55,7.4,2.5,0.2,0,0,0,0,0,0,0,21.2,0,39.5,60,0,0,0,0,0,0,AOABG
Corazón de borrego cocido,30,g,30,30,55,7.4,2.4,0.6,0,0,0,0,0,0,0,14.1,0,18.7,74.2,0,0,0,0,0,0,AOABG
Corazón de cordero,45,g,45,45,55,7.4,2.5,0.2,0,0,0,0,0,0,0,14.4,0,39.5,60,0,0,0,0,0,0,AOABG
Corazón de cordero cocido,30,g,30,30,55,7.4,2.4,0.6,0,0,0,0,0,0,0,14.1,0,18.7,74.2,0,0,0,0,0,0,AOABG
Corazón de pavo,40,g,40,40,58,7.3,2.8,0.3,0,0,0,0,0,0,0,2,0,35.1,46.3,0,0,0,0,0,0,AOABG
Corazón de pollo cocido,25,g,25,25,53,7.9,2.6,0,0,0,0,0,0,0,0,2,0,17.5,70.2,0,0,0,0,0,0,AOABG
Corned beef,25,g,25,25,54,6.7,3.1,0,0,0,0,0,0.6,0,0,4.3,0,218.8,22.3,0,0,0,0,0,0,AOABG
Corned beef con áspic,30,g,30,30,46,6.9,1.8,0,0,0,0,0,0.6,0,3.2,5.2,0,286.1,13.9,0,0,0,0,0,0,AOABG
Cuete de ternera,35,g,35,35,55,6.9,2.8,0,0,0,0,0,1.1,0,3.9,5.5,0,31.5,31.5,0,0,0,0,0,0,AOABG
Falda de cerdo,40,g,40,40,56,7.9,2.5,0,0,0.4,0,0,0.5,0,2.4,11.4,0,32.8,26,0,0,0,0,0,0,AOABG
Filete de carpa,40,g,40,40,51,7.2,2.3,0,0,3.8,0,0,0.5,0,16.5,5.6,0,19.8,26.4,0,0,0,0,0,0,AOABG
Filete de cerdo,40,g,40,40,56,7.9,2.5,0,0,0.4,0,0,0.5,0,2.4,11.4,0,32.8,26,0,0,0,0,0,0,AOABG
Filete de puerco,40,g,40,40,56,7.9,2.5,0,0,0.4,0,0,0.5,0,2.4,11.4,0,32.8,26,0,0,0,0,0,0,AOABG
Filete de salmón,30,g,30,30,55,6,3.2,0,0,4.6,0,0,0.1,0,3.5,13.4,0,17.6,17.6,0,0,0,0,0,0,AOABG
Gallina,40,g,40,27,59,7.6,3,0,0,5.4,0,0,0.5,0,7.1,3.4,0,17.4,21.2,0,0,0,0,0,0,AOABG
gallina joven cocida,40,g,40,27,59,7.6,3,0,0,5.4,0,0,0.5,0,7.1,4.9,0,17.4,21.2,0,0,0,0,0,0,AOABG
Ganso de crianza,40,g,40,32,52,7.4,2.3,0,0,3.9,0,0,0.8,0,4.2,5.4,0,28.2,27.2,0,0,0,0,0,0,AOABG
Guajolote,45,g,45,36,57,7.3,2.8,0,0,0.7,0,0,0.5,0,5.3,8.2,0,23.1,26,0,0,0,0,0,0,AOABG
Higado de ganso crudo,40,g,40,40,53,6.5,1.7,2.5,0,3723.6,0,0,12.2,0,17.2,27.2,0,56,206,0,0,0,0,0,0,AOABG
Higado de borrego cocido,25,g,25,25,55,7.6,2.2,0.6,0,1872.8,0,0,2.1,0,2,27.9,0,14,125.3,0,0,0,0,0,0,AOABG
Higado de cerdo cocido,30,g,30,30,50,7.8,1.3,1.1,0,1621.5,0,0,5.4,0,3,20.3,0,14.7,106.5,0,0,0,0,0,0,AOABG
Higago de ganso, 1/2,pieza,47,47,63,7.7,2,3,0,4375.2,0,0,14.3,0,20.2,32,0,65.8,242.1,0,0,0,0,0,0,AOABG
Higado de pavo crudo,40,g,40,40,54,7.5,1.8,1.4,0,4793.6,0,0,12.2,0,4.4,26.8,0,56,206,0,0,0,0,0,0,AOABG
Higado de pavo,4,cucharada,35,35,59,8.4,2.1,1.2,0,4403.4,0,0,2.7,0,3.9,35.2,0,22.4,219.1,0,0,0,0,0,0,AOABG
